id,area,type,category,description,status,priority,progress,businessValueScore,roiProjection,costEstimate,maturityLevel_level,maturityLevel_score,maturityLevel_description,applicability_type,applicability_description,applicability_weight,implementationPhase,businessJustification,consequences_immediate,consequences_type,consequences_impact,assignee,dueDate,lastUpdated,cafPrinciple,cafPrinciple2,nisReference
NCR-001,Infrastructure,Functional,Network Connectivity,The system shall support RJ45 Ethernet connectivity (10/100/1000 Mbps).,Completed,Medium,70,2.5,86,321028,Initial,1,"Ad-hoc, no formal process",Applicable,Relevant and beneficial,0.8,Future (24+ months),This network connectivity supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Regulatory exposure,Financial,Minor,Identity Team,25/03/2026,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
NCR-002,Infrastructure,Functional,Network Connectivity,The system shall support fiber optic connectivity with LC connectors (multi-mode and single-mode).,On Hold,High,82,1.6,175,358605,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Future (24+ months),This network connectivity supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Compliance,Significant,Network Team,18/08/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
NCR-003,Infrastructure,Functional,Network Connectivity,The system shall support SPAN/mirror port configurations for network traffic monitoring.,On Hold,Low,66,1.2,91,496652,Managed,4,Measured and controlled,Conditional,Depends on other factors,0.4,Phase 2 (6-12 months),This network connectivity supports regulatory compliance and operational security. Mapped to C1: Security monitoring. Addresses NIS Regulation 10(2)(c) - Detection of security events.,Operational risk,Security,Minor,Operations Team,20/07/2025,06/06/2025,C1: Security monitoring,< - Blank | Not Applicable - >,NIS Regulation 10(2)(c) - Detection of security events
NCR-004,Infrastructure,Functional,Network Connectivity,The system shall support serial interfaces for legacy equipment monitoring.,Under Review,Critical,70,2.8,145,245804,Defined,3,Documented and standardized,Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This network connectivity supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Financial,Minor,Network Team,07/03/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
NCR-005,Infrastructure,Functional,Network Connectivity,"The system shall implement passive monitoring capabilities for common OT protocols (Modbus TCP, DNP3, EtherNet/IP).",Under Review,High,7,4.9,247,225493,Initial,1,"Ad-hoc, no formal process",Applicable,Relevant and beneficial,0.8,Future (24+ months),This network connectivity supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Operational,Minor,Network Team,22/03/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
NCR-006,Infrastructure,Functional,Network Connectivity,The system shall support deep packet inspection of proprietary protocols.,Not Started,Critical,86,1.8,220,456790,Developing,2,Some processes defined,Future,Planned for future phases,0.6,Phase 1 (0-6 months),This network connectivity supports regulatory compliance and operational security. Mapped to B3: Data security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Compliance gap,Operational,Moderate,Network Team,19/03/2026,06/06/2025,B3: Data security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
NCR-007,Infrastructure,Non-Functional,Network Connectivity,The system shall implement non-intrusive monitoring that won't disrupt sensitive OT processes.,Under Review,Medium,53,1.6,266,427404,Developing,2,Some processes defined,Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This network connectivity supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Operational,Minor,Operations Team,25/11/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-001,Infrastructure,Non-Functional,Physical Infrastructure,"Physical sensors shall support standard 19"" rack mounting.",Under Review,High,50,2.8,48,138998,Optimizing,5,Continuously improving,Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Compliance gap,Operational,Significant,Identity Team,02/11/2025,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
PIR-002,Infrastructure,Non-Functional,Physical Infrastructure,Physical sensors shall support DIN rail mounting options for industrial control cabinets.,Under Review,Medium,10,1.8,95,245181,Optimizing,5,Continuously improving,Conditional,Depends on other factors,0.4,Phase 2 (6-12 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Operational,Significant,Operations Team,08/11/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-003,Infrastructure,Non-Functional,Physical Infrastructure,Physical sensors shall support wall-mounting for space-constrained environments.,In Progress,High,90,1.8,93,286258,Managed,4,Measured and controlled,Essential,Critical for operations,1,Future (24+ months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Operational,Significant,Identity Team,12/09/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-004,Infrastructure,Non-Functional,Physical Infrastructure,Physical sensors shall be available in ruggedized configurations for harsh industrial environments.,In Progress,Low,38,2.2,161,355764,Developing,2,Some processes defined,Applicable,Relevant and beneficial,0.8,Future (24+ months),This physical infrastructure supports regulatory compliance and operational security. Mapped to B5: Resilient networks and systems. Addresses NIS Regulation 10(2)(b) - Measures to ensure service continuity.,Regulatory exposure,Operational,Minor,Operations Team,03/03/2026,06/06/2025,B5: Resilient networks and systems,< - Blank | Not Applicable - >,NIS Regulation 10(2)(b) - Measures to ensure service continuity
PIR-005,Infrastructure,Non-Functional,Physical Infrastructure,The system shall support 100-240V AC power supply with appropriate regional plugs.,On Hold,High,100,3.2,144,423767,Developing,2,Some processes defined,Not Applicable,Not relevant to current scope,,Phase 1 (0-6 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Compliance gap,Compliance,Moderate,Operations Team,06/02/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-006,Infrastructure,Non-Functional,Physical Infrastructure,The system shall support 24V DC power option for industrial control cabinet deployment.,Completed,Critical,,3.4,132,339781,Developing,2,Some processes defined,Future,Planned for future phases,0.6,Phase 3 (12-24 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Security,Minor,Operations Team,01/06/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-007,Infrastructure,Non-Functional,Physical Infrastructure,The system shall support redundant power supply options for critical applications.,In Progress,Low,98,3,105,254350,Managed,4,Measured and controlled,Applicable,Relevant and beneficial,0.8,Phase 2 (6-12 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Security of network and information systems.,Security vulnerability,Security,Significant,Security Team,24/08/2025,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Security of network and information systems
PIR-008,Infrastructure,Non-Functional,Physical Infrastructure,The system shall operate in temperature range 0°C to 50°C (32°F to 122°F).,In Progress,Medium,76,3.3,212,33649,Defined,3,Documented and standardized,Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Security vulnerability,Operational,Minor,Compliance Team,28/10/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-009,Infrastructure,Non-Functional,Physical Infrastructure,The system shall operate in humidity range 10% to 90% non-condensing.,Not Started,Low,96,4.1,82,253097,Initial,1,"Ad-hoc, no formal process",Future,Planned for future phases,0.6,Future (24+ months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Compliance,Severe,Security Team,18/12/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
PIR-010,Infrastructure,Non-Functional,Physical Infrastructure,The system shall have dust and vibration resistance appropriate for industrial settings.,On Hold,Medium,52,2.1,180,338815,Defined,3,Documented and standardized,Future,Planned for future phases,0.6,Phase 3 (12-24 months),This physical infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Operational,Severe,Compliance Team,06/11/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-001,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall be compatible with VMware ESXi (versions 6.5 and newer).,In Progress,Medium,64,2.8,79,320476,Initial,1,"Ad-hoc, no formal process",Future,Planned for future phases,0.6,Future (24+ months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Security,Moderate,Network Team,13/01/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-002,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall be compatible with Microsoft Hyper-V (Windows Server 2016 and newer).,On Hold,Medium,69,5,189,503841,Optimizing,5,Continuously improving,Not Applicable,Not relevant to current scope,,Future (24+ months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Security vulnerability,Financial,Moderate,Compliance Team,03/06/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-003,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall be compatible with KVM-based virtualization platforms.,In Progress,Critical,22,4.9,169,270170,Defined,3,Documented and standardized,Future,Planned for future phases,0.6,Phase 2 (6-12 months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Financial,Minor,Compliance Team,23/12/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-004,Infrastructure,Non-Functional,Virtual Infrastructure,"Resource requirements (CPU, memory, storage) shall be clearly specified for virtual deployments.",Not Started,Medium,12,1.9,122,418151,Initial,1,"Ad-hoc, no formal process",Essential,Critical for operations,1,Phase 3 (12-24 months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Financial,Severe,Compliance Team,26/05/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-005,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall support promiscuous mode on virtual switches.,On Hold,High,64,2.3,46,215076,Developing,2,Some processes defined,Essential,Critical for operations,1,Phase 2 (6-12 months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Operational,Moderate,Security Team,06/10/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-006,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall support VLAN tagging.,Completed,High,39,3.5,62,382838,Optimizing,5,Continuously improving,Applicable,Relevant and beneficial,0.8,Future (24+ months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Compliance gap,Operational,Severe,Network Team,11/09/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-007,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall support multiple virtual NIC configurations.,Under Review,Medium,3,3.4,129,266403,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Phase 3 (12-24 months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Compliance gap,Financial,Moderate,Compliance Team,23/03/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
VIR-008,Infrastructure,Functional,Virtual Infrastructure,Virtual sensors shall support traffic mirroring capabilities within virtualized environments.,In Progress,Medium,28,2.7,90,243624,Initial,1,"Ad-hoc, no formal process",Future,Planned for future phases,0.6,Phase 1 (0-6 months),This virtual infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Security,Severe,Operations Team,01/07/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
SZI-001,Infrastructure,Functional,Security Zone,The deployment architecture shall align with the Purdue Model for industrial control systems.,On Hold,Low,61,2.3,245,288884,Initial,1,"Ad-hoc, no formal process",Conditional,Depends on other factors,0.4,Future (24+ months),This security zone supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Security vulnerability,Security,Moderate,Identity Team,09/07/2025,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
SZI-002,Infrastructure,Functional,Security Zone,The system shall be able to monitor traffic between Level 2 (Control Systems) and Level 3 (Site Operations).,Not Started,Critical,92,3.7,63,35601,Initial,1,"Ad-hoc, no formal process",Future,Planned for future phases,0.6,Phase 1 (0-6 months),This security zone supports regulatory compliance and operational security. Mapped to C1: Security monitoring. Addresses NIS Regulation 10(2)(c) - Detection of security events.,Compliance gap,Operational,Minor,Security Team,16/02/2026,06/06/2025,C1: Security monitoring,< - Blank | Not Applicable - >,NIS Regulation 10(2)(c) - Detection of security events
SZI-003,Infrastructure,Functional,Security Zone,The system shall optionally support monitoring capabilities for Level 1 (Controllers) with appropriate safeguards.,Not Started,Low,6,3.6,173,457493,Managed,4,Measured and controlled,Not Applicable,Not relevant to current scope,,Phase 3 (12-24 months),This security zone supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Compliance gap,Security,Moderate,Security Team,21/10/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
SZI-004,Infrastructure,Non-Functional,Security Zone,All communications between sensors and management systems shall be encrypted.,On Hold,Low,72,3.9,224,283392,Initial,1,"Ad-hoc, no formal process",Applicable,Relevant and beneficial,0.8,Phase 2 (6-12 months),This security zone supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Security,Significant,Network Team,25/08/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
SZI-005,Infrastructure,Functional,Security Zone,The system shall support unidirectional communication options (data diodes) where appropriate.,In Progress,Medium,36,1.4,248,343732,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Phase 3 (12-24 months),This security zone supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Compliance gap,Compliance,Significant,Identity Team,24/10/2025,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
SZI-006,Infrastructure,Non-Functional,Security Zone,The system shall comply with IEC 62443 zone and conduit model.,Under Review,High,45,4.7,208,478051,Initial,1,"Ad-hoc, no formal process",Essential,Critical for operations,1,Phase 1 (0-6 months),This security zone supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Operational,Moderate,Security Team,05/12/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
SZI-007,Infrastructure,Non-Functional,Security Zone,Firewall rule requirements shall be clearly documented and minimized.,In Progress,High,62,4.2,250,422748,Optimizing,5,Continuously improving,Future,Planned for future phases,0.6,Future (24+ months),This security zone supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Security vulnerability,Compliance,Severe,Identity Team,22/02/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
IEI-001,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall integrate with existing SIEM platforms.,Completed,Medium,76,4.7,88,478510,Managed,4,Measured and controlled,Essential,Critical for operations,1,Future (24+ months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to C1: Security monitoring. Addresses NIS Regulation 10(2)(c) - Detection of security events.,Security vulnerability,Compliance,Severe,Security Team,28/11/2025,06/06/2025,C1: Security monitoring,< - Blank | Not Applicable - >,NIS Regulation 10(2)(c) - Detection of security events
IEI-002,Infrastructure,Functional,Integration with Existing Infrastructure,"The system shall support common log formats (Syslog, CEF, LEEF).",Completed,Critical,17,4,272,220272,Defined,3,Documented and standardized,Essential,Critical for operations,1,Phase 1 (0-6 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Operational,Significant,Security Team,17/05/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
IEI-003,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall provide API-based integration capabilities.,In Progress,High,45,2.3,42,417534,Developing,2,Some processes defined,Not Applicable,Not relevant to current scope,,Future (24+ months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Compliance gap,Compliance,Moderate,Compliance Team,02/09/2025,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
IEI-004,Infrastructure,Functional,Integration with Existing Infrastructure,"The system shall be compatible with existing authentication systems (LDAP, Active Directory).",Not Started,Critical,93,4.7,26,67511,Optimizing,5,Continuously improving,Essential,Critical for operations,1,Phase 2 (6-12 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Operational,Moderate,Network Team,30/04/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
IEI-005,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall support API-based integration with common OT asset management platforms.,Not Started,High,60,2.7,163,268066,Initial,1,"Ad-hoc, no formal process",Not Applicable,Not relevant to current scope,,Phase 3 (12-24 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Compliance gap,Compliance,Moderate,Network Team,16/01/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
IEI-006,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall support importing asset information from existing systems.,Completed,Medium,53,1.7,218,108954,Defined,3,Documented and standardized,Essential,Critical for operations,1,Phase 1 (0-6 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to B4: System security. Addresses NIS Regulation 10(2)(a) - Appropriate technical measures.,Operational risk,Financial,Significant,Operations Team,12/01/2026,06/06/2025,B4: System security,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Appropriate technical measures
IEI-007,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall be able to export vulnerability data to asset management systems.,Under Review,Critical,39,2.4,267,132687,Managed,4,Measured and controlled,Applicable,Relevant and beneficial,0.8,Phase 3 (12-24 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Security vulnerability,Financial,Moderate,Identity Team,22/03/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
IEI-008,Infrastructure,Functional,Integration with Existing Infrastructure,The system shall provide reconciliation capabilities for conflicting asset information.,Under Review,Medium,59,3.1,28,345378,Initial,1,"Ad-hoc, no formal process",Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This integration with existing infrastructure supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Security,Significant,Operations Team,26/11/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
CPG-001,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall specify the maximum number of monitored devices per sensor.,On Hold,High,68,4,141,194315,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Future (24+ months),This capacity planning supports regulatory compliance and operational security. Mapped to A3: Asset management. Addresses NIS Regulation 10(2)(d) - Maintaining security through lifecycles.,Compliance gap,Security,Minor,Operations Team,24/03/2026,06/06/2025,A3: Asset management,< - Blank | Not Applicable - >,NIS Regulation 10(2)(d) - Maintaining security through lifecycles
CPG-002,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall specify network throughput limitations for sensors.,Under Review,High,52,2.4,72,266185,Optimizing,5,Continuously improving,Not Applicable,Not relevant to current scope,,Phase 3 (12-24 months),This capacity planning supports regulatory compliance and operational security. Mapped to B5: Resilient networks and systems. Addresses NIS Regulation 10(2)(b) - Measures to ensure service continuity.,Operational risk,Compliance,Moderate,Identity Team,13/11/2025,06/06/2025,B5: Resilient networks and systems,< - Blank | Not Applicable - >,NIS Regulation 10(2)(b) - Measures to ensure service continuity
CPG-003,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall specify storage requirements for local logging and analysis.,Under Review,Medium,18,3,189,246129,Initial,1,"Ad-hoc, no formal process",Future,Planned for future phases,0.6,Phase 3 (12-24 months),This capacity planning supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Security,Significant,Network Team,22/09/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
CPG-004,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall specify performance impact based on enabled monitoring features.,Under Review,High,76,3.9,171,50349,Optimizing,5,Continuously improving,Applicable,Relevant and beneficial,0.8,Phase 1 (0-6 months),This capacity planning supports regulatory compliance and operational security. Mapped to A2: Risk management. Addresses NIS Regulation 10(2)(e) - Regular testing and assessment.,Compliance gap,Operational,Severe,Identity Team,23/06/2025,06/06/2025,A2: Risk management,< - Blank | Not Applicable - >,NIS Regulation 10(2)(e) - Regular testing and assessment
CPG-005,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall provide guidelines for sensor-to-management server ratios.,On Hold,Low,31,2.8,249,249075,Managed,4,Measured and controlled,Essential,Critical for operations,1,Phase 1 (0-6 months),This capacity planning supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Compliance,Significant,Compliance Team,25/02/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
CPG-006,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall provide database sizing recommendations based on environment size.,Under Review,Critical,41,2.5,106,82577,Defined,3,Documented and standardized,Essential,Critical for operations,1,Future (24+ months),This capacity planning supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Regulatory exposure,Operational,Minor,Security Team,10/12/2025,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
CPG-007,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall specify network bandwidth requirements between components.,In Progress,Low,23,4.6,158,219936,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Phase 1 (0-6 months),This capacity planning supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Operational risk,Financial,Severe,Security Team,26/01/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
CPG-008,Infrastructure,Non-Functional,Capacity Planning,The system documentation shall provide backup and redundancy recommendations.,In Progress,Critical,19,1.2,99,158681,Initial,1,"Ad-hoc, no formal process",Not Applicable,Not relevant to current scope,,Phase 3 (12-24 months),This capacity planning supports regulatory compliance and operational security. Mapped to < - Blank | Not Applicable - >.,Security vulnerability,Operational,Significant,Operations Team,24/02/2026,06/06/2025,< - Blank | Not Applicable - >,< - Blank | Not Applicable - >,
RCS-001,Infrastructure,Non-Functional,Regulatory Compliance,The system documentation shall map infrastructure capabilities to NCSC CAF requirements.,On Hold,High,89,2.4,58,339574,Managed,4,Measured and controlled,Future,Planned for future phases,0.6,Phase 1 (0-6 months),This regulatory compliance supports regulatory compliance and operational security. Mapped to A1: Governance. Addresses NIS Regulation 10(1) - Compliance demonstration.,Compliance gap,Security,Minor,Compliance Team,24/11/2025,06/06/2025,A1: Governance,< - Blank | Not Applicable - >,NIS Regulation 10(1) - Compliance demonstration
RCS-002,Infrastructure,Non-Functional,Regulatory Compliance,The system documentation shall demonstrate how deployment supports IEC 62443 compliance.,On Hold,Medium,31,1.3,197,421483,Developing,2,Some processes defined,Not Applicable,Not relevant to current scope,,Phase 2 (6-12 months),This regulatory compliance supports regulatory compliance and operational security. Mapped to A1: Governance. Addresses NIS Regulation 10(1) - Compliance with standards.,Regulatory exposure,Security,Significant,Identity Team,14/12/2025,06/06/2025,A1: Governance,< - Blank | Not Applicable - >,NIS Regulation 10(1) - Compliance with standards
RCS-003,Infrastructure,Functional,Regulatory Compliance,The system shall provide templates for documenting infrastructure security controls for auditors.,On Hold,High,55,3.5,132,52830,Managed,4,Measured and controlled,Applicable,Relevant and beneficial,0.8,Phase 1 (0-6 months),This regulatory compliance supports regulatory compliance and operational security. Mapped to A1: Governance. Addresses NIS Regulation 10(2)(e) - Assessment and verification.,Operational risk,Compliance,Severe,Security Team,22/01/2026,06/06/2025,A1: Governance,< - Blank | Not Applicable - >,NIS Regulation 10(2)(e) - Assessment and verification
RCS-004,Infrastructure,Functional,Regulatory Compliance,The system shall maintain detailed logs sufficient for regulatory compliance requirements.,Not Started,Medium,27,4.4,138,243494,Developing,2,Some processes defined,Future,Planned for future phases,0.6,Phase 2 (6-12 months),This regulatory compliance supports regulatory compliance and operational security. Mapped to C1: Security monitoring. Addresses NIS Regulation 10(2)(c) - Detection of events.,Regulatory exposure,Security,Moderate,Operations Team,20/09/2025,06/06/2025,C1: Security monitoring,< - Blank | Not Applicable - >,NIS Regulation 10(2)(c) - Detection of events
RCS-005,Infrastructure,Functional,Regulatory Compliance,The system shall support role-based access control with segregation of duties to meet compliance requirements.,Under Review,Medium,69,3.1,184,53824,Optimizing,5,Continuously improving,Conditional,Depends on other factors,0.4,Future (24+ months),This regulatory compliance supports regulatory compliance and operational security. Mapped to B2: Identity and access control. Addresses NIS Regulation 10(2)(a) - Access control.,Operational risk,Compliance,Severe,Compliance Team,26/01/2026,06/06/2025,B2: Identity and access control,< - Blank | Not Applicable - >,NIS Regulation 10(2)(a) - Access control
